poste,entreprise,lieu,salary_min,salary_max,currency,description,source,pays
Quantum Computing & Machine Learning Engineer,Gradiant,"Vigo, Pontevedra",70000,90000,,"← Volver a ofertas Sobre el área tecnológica Formarás parte del equipo de Tecnologías Cuánticas, integrado dentro del área de Comunicaciones Avanzadas. Contribuirás al crecimiento de una línea de IDi en algoritmos de computación cuántica y computación híbrida clásico-cuántica, transversal a todas las áreas de Gradiant. Desde tu posición, podrás llevar a cabo y liderar proyectos de innovación punteros donde implementarás soluciones disruptivas de computación cuántica en la resolución de problema…",adzuna_api,es
Ai Lab - Machine Learning Engineer,buscojobs España,"Barcelona, Cataluña",90000,110000,,"The AI Lab (under the well-known Technology and Innovation Office) is responsible for bringing state-of-the-art research in Generative AI (and AI in general) to HP’s product portfolio to solve top user needs and enable all new type of user experiences. The team is in two main locations : Sant Cugat (ESP) and Palo Alto (US). The AI Lab goal is to operationalize the Gen AI model lifecycle, build models to support the top initiatives within HP, and do research on Generative AI. We are looking for …",adzuna_api,es
Mid-Level Machine Learning Engineer,EcoVadis,"Barcelona, Cataluña",90000,110000,,"Company Description Work smart, have fun and make an impact! Our purpose is to guide all companies toward a sustainable world . EcoVadis is the leading provider of business sustainability ratings. Our solutions are backed by an international team of experts and powerful technology. We analyze data and build sustainability scorecards that give companies actionable insights into their environmental, social and ethical risks. Why apply to EcoVadis? Be a part of the global sustainability change in …",adzuna_api,es
Mid-Level Machine Learning Engineer,EcoVadis Inc,"Barcelona, Cataluña",90000,110000,,"Company Description Work smart, have fun and make an impact! Our purpose is to guide all companies toward a sustainable world . EcoVadis is the leading provider of business sustainability ratings. Our solutions are backed by an international team of experts and powerful technology. We analyze data and build sustainability scorecards that give companies actionable insights into their environmental, social and ethical risks. Why apply to EcoVadis? Be a part of the global sustainability change in …",adzuna_api,es
Machine Learning & Computer Vision Engineer,buscojobs España,"Barcelona, Cataluña",90000,110000,,"Machine Learning & Computer Vision Engineer Barcelona EUR 40.000 - 70.000 Nivoda: Where Innovation and Gemstones Meet At Nivoda, we are passionate about empowering jewelry retailers and gemstone suppliers to thrive in today's dynamic market. As the leading B2B diamond and gemstone marketplace, we are dedicated to providing an exceptional platform that connects jewellery businesses of all sizes with the global diamond supply. Our team of over 500 dedicated employees, many with a wealth of indust…",adzuna_api,es
Lead Machine Learning Engineer (MLOps),IFS,"Madrid, Comunidad de Madrid",70000,90000,,"Company Description IFS is a billion-dollar revenue company with 7000 employees on all continents. Our leading AI technology is the backbone of our award-winning enterprise software solutions, enabling our customers to be their best when it really matters–at the Moment of Service. Our commitment to internal AI adoption has allowed us to stay at the forefront of technological advancements, ensuring our colleagues can unlock their creativity and productivity, and our solutions are always cutting-…",adzuna_api,es
Machine Learning Engineer (Conversational AI),webAI,"Barcelona, Cataluña",90000,110000,,"At M47, we spark AI! We help tech companies understand how AI can drive their strategic objectives and effectively plan an implementation roadmap. Our mission is to leverage AI to create solutions that can understand, interpret, and respond to human language, empowering businesses and making better-informed decisions. Join us in making the future more intelligent! About your day-to-day: As an AI Engineer, you will proactively develop advanced AI solutions to deliver scalable, high-performance s…",adzuna_api,es
Data Scientist & Machine Learning Engineer,Centre Tecnologic de Catalunya,"Barcelona, Cataluña",90000,110000,,"Eurecat, Centre Tecnològic de Catalunya (membre de Tecnio), aplega l’experiència de més de 650 professionals i dóna servei a més de 1.700 empreses. RD aplicat, més de 200 projectes realitzats, serveis tecnològics, formació d’alta especialització, consultoria tecnològica, 88 patents, 7 spin-offs i esdeveniments professionals són alguns dels serveis que Eurecat ofereix tant per a grans com per a petites i mitjanes empreses de tots els sectors. El valor afegit que aporta Eurecat accelera la innova…",adzuna_api,es
Machine Learning & Computer Vision Engineer,Nivoda,"Barcelona, Cataluña",90000,110000,,"Nivoda: Where Innovation and Gemstones Meet At Nivoda, we are passionate about empowering jewelry retailers and gemstone suppliers to thrive in today's dynamic market. As the leading B2B diamond and gemstone marketplace, we are dedicated to providing an exceptional platform that connects jewellery businesses of all sizes with the global diamond supply. Our team of over 500 dedicated employees, many with a wealth of industry experience, have meticulously developed our award-winning platform that…",adzuna_api,es
Machine Learning Engineer (h/m),Iberempleos,"Donostia/San Sebastián, Guipúzcoa",45000,75000,,"Posición con crecimiento y desarrollo profesional puesto híbrido Empresa de SW cuántico ubicada en San Sebastian está en búsqueda de un Machine Learning Engineer. Desarrollar modelos de aprendizaje profundo, procesamiento del lenguaje natural y LLMs. Investigar, diseñar y desarrollar modelos de lenguajes grandes basados en tecnologías cuánticas para resolver casos de uso desafiantes en diversos dominios. Actuar como un experto en el campo de los LLM, comprendiendo problemas específicos del domi…",adzuna_api,es
Machine Learning Engineer (h/m),,"Donostia/San Sebastián, Guipúzcoa",45000,75000,,"Desarrollar modelos de aprendizaje profundo, procesamiento del lenguaje natural y LLMs. Investigar, diseñar y desarrollar modelos de lenguajes grandes basados en tecnologías cuánticas para resolver casos de uso desafiantes en diversos dominios. Actuar como un experto en el campo de los LLM, comprendiendo problemas específicos del dominio y identificar oportunidades para la innovación impulsada por la IA cuántica. Realizar evaluaciones rigurosas y puntos de referencia del desempeño del modelo, i…",adzuna_api,es
Ai Machine Learning R&D Engineer,buscojobs España,"Málaga, Andalucía",70000,90000,,"The AI Machine Learning Research & Development Engineer role is responsible for designing, developing, and implementing machine learning solutions to serve our organization. This includes ownership or oversight of projects from conception to deployment using AWS services, Docker, ML Flow, and other tools. The role also involves following best practices to optimize and measure the performance of models and algorithms against business goals. MAIN DUTIES Design and develop machine learning models …",adzuna_api,es
Ai Machine Learning R&D Engineer,buscojobs España,España,70000,90000,,"The AI Machine Learning Research & Development Engineer role is responsible for designing, developing, and implementing machine learning solutions to serve our organization. This includes ownership or oversight of projects from conception to deployment using AWS services, Docker, ML Flow, and other tools. The role also involves following best practices to optimize and measure the performance of models and algorithms against business goals. MAIN DUTIES Design and develop machine learning models …",adzuna_api,es
Director of Machine Learning and AI,Happening,"Madrid, Comunidad de Madrid",90000,110000,,"Join to apply for the Director of Machine Learning and AI role at Happening We’re looking for an experienced engineering leader to support the Machine Learning, Research, and ML Ops group, which drives innovation and delivers impactful solutions for Superbet’s customers. The team combines applied machine learning, foundational research, and ML operations to harness data for revolutionizing online gambling and sports betting. Key areas include predictive analytics, personalization, fraud detecti…",adzuna_api,es
Data Scientist & Machine Learning Engineer - (BDA),Eurecat - Technology Centre,"Barcelona, Cataluña",150000,150000,,"Eurecat es el segundo centro tecnológico de España y una de las organizaciones de investigación aplicada y transferencia tecnológica más grande del sur de Europa. Aglutina la experiencia de más de 800 profesionales que generan un volumen de ingresos de 69 millones de euros anuales y presta servicio a cerca de 2.000 empresas . Sus servicios incluyen ID aplicado, servicios tecnológicos, formación de alta especialización, consultoría tecnológica y valorización y explotación de la propiedad industr…",adzuna_api,es
DATA SCIENTIST (MACHINE LEARNING / IA GENERATIVA),IRIUM - Spain,"Madrid, Comunidad de Madrid",70000,90000,,"En IRIUM nos preocupamos porque no dejes de perseguir tus sueños. Prepárate para conquistar tus metas, y ten siempre presente disfrutar del camino. Actualmente nos encontramos en búsqueda de DATA SCIENTIST (MACHINE LEARNING / IA GENERATIVA) , con 4 años de experiencia para participar en un proyecto. ¿Qué esperamos de ti? Perfil de Data Scientist con entre 6 y 7 años de experiencia en el desarrollo, revisión y optimización de modelos de Machine Learning y/o IA Generativa. Perfil técnico con enfo…",adzuna_api,es
Data Scientist & Machine Learning Engineer - (BDA),Eurecat Technology Centre,"Barcelona, Cataluña",70000,90000,,"Tipo de Contrato: Indefinido Jornada laboral: Jornada completa Sector: Internet y tecnología Vacantes: 1 Modalidad de trabajo: Híbrida Eurecat es el segundo centro tecnológico de España y una de las organizaciones de investigación aplicada y transferencia tecnológica más grande del sur de Europa. Aglutina la experiencia de más de 800 profesionales que generan un volumen de ingresos de 69 millones de euros anuales y presta servicio a cerca de 2.000 empresas. ID aplicado, servicios tecnológicos, …",adzuna_api,es
"Staff Machine Learning Engineer, Gen AI",Mozilla Corporation,España,70000,90000,,"Why Mozilla? Mozilla Corporation is the non-profit-backed technology company that has shaped the internet for the better over the last 25 years. We make pioneering brands like Firefox, the privacy-minded web browser, and Pocket, a service for keeping up with the best content online. Now, with more than 225 million people around the world using our products each month, we’re shaping the next 25 years of technology and helping to reclaim an internet built for people, not companies. Our work focus…",adzuna_api,es
Machine Learning Engineer : Attribute Enrichment (Remote),Constructor,"Santiago de Compostela, A Coruña",70000,90000,,"Constructor.io powers product search and discovery for the largest retailers in the world, like Sephora and Backcountry, serving billions of requests every year : you have most likely used our product without knowing it. Each year we are growing in revenue and scale by several multiples, helping customers in every eCommerce vertical around the world. We love working together to help each other succeed, and are committed to maintaining an open, cooperative culture as we grow. We get to the right…",adzuna_api,es
Machine Learning Engineer : Attribute Enrichment (Remote),Constructor,"Valencia, Comunidad Valenciana",70000,90000,,"Constructor.io powers product search and discovery for the largest retailers in the world, like Sephora and Backcountry, serving billions of requests every year : you have most likely used our product without knowing it. Each year we are growing in revenue and scale by several multiples, helping customers in every eCommerce vertical around the world. We love working together to help each other succeed, and are committed to maintaining an open, cooperative culture as we grow. We get to the right…",adzuna_api,es
Machine Learning Engineer : Attribute Enrichment (Remote),Constructor,"Las Palmas de Gran Canaria, Las Palmas",70000,90000,,"Constructor.io powers product search and discovery for the largest retailers in the world, like Sephora and Backcountry, serving billions of requests every year : you have most likely used our product without knowing it. Each year we are growing in revenue and scale by several multiples, helping customers in every eCommerce vertical around the world. We love working together to help each other succeed, and are committed to maintaining an open, cooperative culture as we grow. We get to the right…",adzuna_api,es
Machine Learning Engineer : Attribute Enrichment (Remote),Constructor,"Jaén, Andalucía",70000,90000,,"Constructor.io powers product search and discovery for the largest retailers in the world, like Sephora and Backcountry, serving billions of requests every year : you have most likely used our product without knowing it. Each year we are growing in revenue and scale by several multiples, helping customers in every eCommerce vertical around the world. We love working together to help each other succeed, and are committed to maintaining an open, cooperative culture as we grow. We get to the right…",adzuna_api,es
Machine Learning Engineer : Attribute Enrichment (Remote),Constructor,"Málaga, Andalucía",70000,90000,,"Constructor.io powers product search and discovery for the largest retailers in the world, like Sephora and Backcountry, serving billions of requests every year : you have most likely used our product without knowing it. Each year we are growing in revenue and scale by several multiples, helping customers in every eCommerce vertical around the world. We love working together to help each other succeed, and are committed to maintaining an open, cooperative culture as we grow. We get to the right…",adzuna_api,es
Data Scientist,The Knot Worldwide,"Barcelona, Cataluña",70000,90000,,Join to apply for the Data Scientist role at The Knot Worldwide Continue with Google Continue with Google Join to apply for the Data Scientist role at The Knot Worldwide Get AI-powered advice on this job and more exclusive features. Sign in to access AI-powered advices Continue with Google Continue with Google Continue with Google Continue with Google Continue with Google Continue with Google Continue with Google Continue with Google Continue with Google Continue with Google Continue with Googl…,adzuna_api,es
Data Scientist,Experian plc,"Madrid, Comunidad de Madrid",70000,90000,,"Experian Madrid, Community of Madrid, Spain Company Description Experian is a global data and technology company, powering opportunities for people and businesses around the world. We help to redefine lending practices, uncover and prevent fraud, simplify healthcare, create marketing solutions, and gain deeper insights into the automotive market, all using our unique combination of data, analytics and software. We also assist millions of people to realize their financial goals and help them sav…",adzuna_api,es
Data Scientist,ADP,"Barcelona, Cataluña",70000,90000,,"Description ADP is hiring a Senior Data Scientist In this role, as a data scientist in the People Analytics & Insights team at ADP, you will work to increase data driven insights to assist our leaders in making better people decisions to add value through improved business outcomes or a better associate experience. This role is ideal for an individual with a solid foundation in machine learning, programming, and AI, as well as a passion for transforming data into actionable insights. You will b…",adzuna_api,es
Data Scientist,Verisure,"Madrid, Comunidad de Madrid",70000,90000,,"¡Dale un aire nuevo a tu vida y sigue creciendo en tu carrera dentro de SECURITAS DIRECT! ¿Quiénes somos? Somos líderes en el mercado europeo de la protección y seguridad de personas para hogares y pequeños negocios, aportando un servicio excepcional a más de 3 millones de clientes/as con un equipo de más de 25.000 empleados, presentes en 17 países de Europa y América Latina. En Securitas Direct hemos creado las innovaciones más disruptivas del mercado, las cuales se han convertido en estándar …",adzuna_api,es
Data Scientist,EDNON,"Málaga, Andalucía",70000,90000,,"En EDNON estamos buscando un perfil Data Scientist para incorporar a nuestra Área de analítica Sobre nosotros En EDNON, somos una empresa que presta servicios especializados en el ámbito de la Analítica de datos, Ciberseguridad, IoT industrial, y en la integración de sistemas y comunicaciones. Funciones principales Tratamiento de datos (ETL). Modelado de algoritmos predictivos. Elaboración de cuadro de mandos. Grado en Ingeniería Informática / Estadística / Matemáticas o similar Al menos 3 años…",adzuna_api,es
Data Scientist,Desigual SLU,"Barcelona, Cataluña",70000,90000,,"En Desigual llevamos 40 años marcando la diferencia con creatividad, audacia y energía. En 1984, nuestro fundador, Thomas Meyer, transformó unos vaqueros en la Iconic Jacket que dio inicio a nuestra historia. Desde entonces, hemos evolucionado colección tras colección, fieles a nuestra esencia, reinventándonos constantemente y con una mirada innovadora y abierta hacia el futuro. Cooperation, Fun&Profit, Innovation y Results Orientation, son los pilares que reflejan nuestra manera de ser, trabaj…",adzuna_api,es
Data Scientist,Desigual SLU,"Barcelona, Cataluña",70000,90000,,"En Desigual llevamos 40 años marcando la diferencia con creatividad, audacia y energía. En 1984, nuestro fundador, Thomas Meyer, transformó unos vaqueros en la Iconic Jacket que dio inicio a nuestra historia. Desde entonces, hemos evolucionado colección tras colección, fieles a nuestra esencia, reinventándonos constantemente y con una mirada innovadora y abierta hacia el futuro. Cooperation, Fun&Profit, Innovation y Results Orientation, son los pilares que reflejan nuestra manera de ser, trabaj…",adzuna_api,es
Data Scientist,Luce Innovative Technologies,"Madrid, Comunidad de Madrid",70000,90000,,"¿Te apasiona trabajar con datos y transformar información en soluciones reales para el negocio? En nuestro equipo buscamos a alguien como tú: con mentalidad analítica, experiencia técnica y ganas de seguir creciendo. Desarrollar modelos de ciencia de datos con Python y PySpark. Manipular y analizar datos con SQL. Diseñar soluciones analíticas, desde análisis exploratorios hasta modelos de machine learning. Trabajar con grandes volúmenes de datos. Implementar modelos de ML y LLM en entornos prod…",adzuna_api,es
Data Scientist,TheWiseSeeker,"Madrid, Comunidad de Madrid",70000,90000,,"Se precisa Data Scientist, para la zona o de Madrid o de León de forma presencial en una de las dos ciudades. Muy puntualmente y si el trabajador está de acuerdo se desplazaría alguna vez a la oficina de la otra ciudad. Extracción de datos. Obtener toda la información que considere de utilidad de diversas fuentes. Análisis de datos determinación de estadísticos de series históricas y realizar un análisis estadístico de los datos. Limpieza y normalización de datos. Eliminar toda la información q…",adzuna_api,es
Data Scientist,Veolia España,"Madrid, Comunidad de Madrid",70000,90000,,"En Veolia España buscamos incorporar un / a Data Scientist reportando al Director Information Systems and Technology para nuestras oficinas centrales en Madrid. Si estás interesado / a en participar en el proceso de selección, ¡Inscríbete aquí! Funciones Diseño, desarrollo, optimización e implementación de modelos predictivos y algoritmos de IA para optimización energética utilizando Python, TensorFlow y Scikit-learn. Programación y desarrollo de soluciones utilizando herramientas de vanguardia…",adzuna_api,es
Data Scientist,The Hotels Network,"Barcelona, Cataluña",70000,90000,,"Position: Data Scientist – The Hotels Network If you have a strong foundation in machine learning and programming —whether you studied Computer Science, Mathematics, Engineering, Physics, or any other quantitative discipline, we want to hear from you! We're looking for a talented and motivated Data Scientist to join our growing Data Science team at The Hotels Network . The Hotels Network is an award-winning technology company providing innovative software (B2B SaaS) for the hospitality industry…",adzuna_api,es
Data Scientist,ClearPeaks,"Barcelona, Cataluña",70000,90000,,"ClearPeaks is a specialist consulting firm delivering services and solutions in ""Everything Data"" - Business Intelligence, Advanced Analytics, Big Data & Cloud, and Web & Mobile Applications. Founded in 2000, we have been a trusted partner to our customers in over 15 industry verticals and functional areas, with operations spanning Europe, Middle East, the United States, and Africa. ClearPeaks is part of a strategic alliance with synvert, a group of six successful full-service Data & Analytics …",adzuna_api,es
Data Scientist,Mediaset España,"Madrid, Comunidad de Madrid",70000,90000,,"Fecha: 15 mar 2025 Ubicación MADRID, M, ES, 28049 Empresa : GRUPO AUDIOVISUAL MEDIASET ESPAÑA C. Actualmente buscamos incorporar un Data Scientist para formar parte de nuestro equipo. La persona que se incorpore se integrará dentro del equipo de Desarrollo del dato, donde participará en el desarrollo de proyectos de data para las diferentes empresas del grupo Mediaset España. Entre Sus Principales Funciones, Destacan El análisis de datos y creación de insights/KPIs. La implementación de trabajo…",adzuna_api,es
Data Scientist,"Coverwallet, An Aon Company","Madrid, Comunidad de Madrid",70000,90000,,"At CoverWallet we are determined to revolutionize the insurance industry! We launched in 2015 and since then we are the leading digital platform for contracting insurance for small and medium-sized companies. Thanks to state-of-the-art technology and meticulous design we have turned insurance management and processing into a simple, fast and convenient process for our clients. All online, in minutes! Our passion is in delivering innovation and value creation through technology, and our mission …",adzuna_api,es
Data Scientist,Adevinta 2021,"Barcelona, Cataluña",70000,90000,,"As an experienced Data Scientist, you will: Understand user needs and business opportunities and identify where Machine Learning can bring the greatest impact. Develop machine learning models from scratch or fine-tune existing ones. Train and test deep learning models. Team work using Agile methodology and be part of the end-to-end process, collaborate with other profiles in the team. Detect the data that may be useful in upcoming projects and verify whether this data already exists or needs to…",adzuna_api,es
Data Scientist,Adevinta 2021,"Barcelona, Cataluña",70000,90000,,"As an experienced Data Scientist, you will : Understand user needs and business opportunities and identify where Machine Learning can bring the greatest impact. Develop machine learning models from scratch or fine-tune existing ones. Train and test deep learning models. Team work using Agile methodology and be part of the end-to-end process, collaborate with other profiles in the team. Detect the data that may be useful in upcoming projects and verify whether this data already exists or needs t…",adzuna_api,es
Data Scientist,Randstad ES,"Madrid, Comunidad de Madrid",70000,90000,,"Buscamos, para incorporarte directamente en plantilla de una empresa multinacional en plena expansión, un Data Scientist / Machine Learning Specialist para unirse a un equipo dinámico que trabaja con tecnologías modernas. Reconocida empresa internacional del sector servicios. Tus funciones Diseñar y montar modelos predictivos que optimicen nuestras operaciones. Implementar algoritmos de Machine Learning para resolver problemas de negocio clave. Crear dashboards y reportes avanzados en Power BI …",adzuna_api,es
Data Scientist,Topsort,"Barcelona, Cataluña",70000,90000,,"We're quickly growing and super excited for you to join us! About Topsort Today, Topsort has 5 major hubs worldwide, and employees in 13 countries, including Menlo Park, Boston, Santiago Chile, Sao Paulo Brazil, Barcelona Spain, and Sydney Australia. We are a truly global company that was born in the pandemic that’s had rapid growth since out of a genius product, a customer-first mentality, and a hardworking team of talented individuals. Since our founding in 2021, we’ve gained customers in ret…",adzuna_api,es
Data Scientist,Topsort,"Barcelona, Cataluña",70000,90000,,"We're quickly growing and super excited for you to join us! About Topsort Today, Topsort has 5 major hubs worldwide, and employees in 13 countries, including Menlo Park, Boston, Santiago Chile, Sao Paulo Brazil, Barcelona Spain, and Sydney Australia. We are a truly global company that was born in the pandemic that’s had rapid growth since out of a genius product, a customer-first mentality, and a hardworking team of talented individuals. Since our founding in 2021, we’ve gained customers in ret…",adzuna_api,es
Data Scientist,Roche,"Madrid, Comunidad de Madrid",150000,150000,,"At Roche you can show up as yourself, embraced for the unique qualities you bring. Our culture encourages personal expression, open dialogue, and genuine connections, where you are valued, accepted and respected for who you are, allowing you to thrive both personally and professionally. This is how we aim to prevent, stop and cure diseases and ensure everyone has access to healthcare today and for generations to come. Join Roche, where every voice matters. The Position As a Senior Data Scientis…",adzuna_api,es
Data Scientist,Morgan Philips Executive Search,"Madrid, Comunidad de Madrid",70000,90000,,"Importante entidad financiera en pleno momento de expansión del equipo IT precisa incorporar en el área de datos / analytics a un / a Data Scientist. Dentro del departamento de Analytics del banco trabajará como científico de datos resolviendo problemas reales de negocio con técnicas de Ciencia de Datos / Machine Learning / Inteligencia Artificial. Reportando al manager sus responsabilidades Identificación de datos relevantes que aporten valor al desarrollo del modelo. Extracción, limpieza, tra…",adzuna_api,es
Data Scientist,F. Hoffmann-La Roche AG,"Madrid, Comunidad de Madrid",70000,90000,,"At Roche you can show up as yourself, embraced for the unique qualities you bring. Our culture encourages personal expression, open dialogue, and genuine connections, where you are valued, accepted and respected for who you are, allowing you to thrive both personally and professionally. This is how we aim to prevent, stop and cure diseases and ensure everyone has access to healthcare today and for generations to come. Join Roche, where every voice matters. The Position As a Senior Data Scientis…",adzuna_api,es
Data Scientist,Parlaybay,"Barcelona, Cataluña",70000,90000,,"Location : Barcelona – Hybrid (50% Office based in the hills of Barcelona) Working Hours : Monday to Friday 8am to 5pm CET Company Overview : We are an innovative online B2B sportsbook company revolutionizing the sports betting industry. Our platform provides cutting-edge solutions for businesses looking to enter the sports betting market, offering advanced technology and seamless integration. Job Description : We are seeking a talented and experienced Data Scientist specializing in Prediction …",adzuna_api,es
Data Scientist,Kount,"Madrid, Comunidad de Madrid",70000,90000,,"Equifax is looking for a Data Scientist to join their Data Science team in Iberia. The ideal candidate for this role has strong analytical skills and is keen to work in innovation projects, contributing to generate new NPI for Equifax Iberia and its clients. This is an excellent opportunity to develop a professional career in an international environment, working with cut-off cloud tools and collaborating with senior analytics professionals. What you will do Utilize combined knowledge of data s…",adzuna_api,es
Data Scientist,Appodeal Inc.,"Barcelona, Cataluña",70000,90000,,"Appodeal is a dynamic US-based product company with a truly global presence. We have offices in Warsaw, Barcelona and Virginia along with remote team members located around the world. Our company thrives on diversity, collaboration, and innovation, making us a leader in the mobile app monetization space. At Appodeal, we’re more than just a company—we’re a team united by a common mission: to help every person discover and grow their talents! We take pride in our cutting-edge product and our inte…",adzuna_api,es
Data Scientist,Innova - TSN,"Barcelona, Cataluña",70000,90000,,"Relaciones Laborales y Recursos Humanos en Universidad de Lleida ¿Te apasiona la ciencia de datos y el desarrollo de soluciones analíticas? ➥ Unirte a Innova, es formar parte de una empresa de consultoría líder a nivel nacional y en pleno desarrollo internacional. Si estás interesado en participar en proyectos innovadores de IA , Cloud Computing y Transformación Digital , creemos este es tu lugar. En Innova-tsn buscamos incorporar profesionales con 3 años de experiencia en proyectos de ciencia …",adzuna_api,es
Data Scientist,Accion Contra el Hambre,"Madrid, Comunidad de Madrid",70000,90000,,"Contribuirás a acabar con el hambre en el mundo por Como miembro del equipo de Business Analytics, el data scientist lidera una función estadística para transformar los datos en información y la información en conocimiento. Las principales actividades que desempeñaras son las siguientes Este rol requiere recopilar, limpiar, transformar, validar y modelar datos con el fin de sacar conclusiones basadas en evidencias y presentarlas en informes inteligentes. Identifica, analiza e interpreta tendenc…",adzuna_api,es
Data Scientist,Plenitude,"Santander, Cantabria",110000,125000,,"Job Description Título de la posición: DATA SCIENTIST Ubicación: Santander, España Referencia de la posición : IRC225904 Tipo de contrato: Indefinido Requisitos de idioma: Inglés fluido. Italiano es un plus. En Eni , estamos buscando un/a Data Scientist para unirse a Plenitude en nuestras oficinas en Santander , para dar apoyo al Departamento de Data. Buscamos a una persona apasionada por los datos, con visión estratégica y un enfoque orientado a resultados en un entorno dinámico e innovador. R…",adzuna_api,es
Data Scientist,SumUp,"Barcelona, Cataluña",125000,150000,,"Barcelona, Barcelona, Spain · Data Engineer/Scientist Location: Barcelona, in-office At SumUp, we are passionate about giving access to financial services to the millions of businesses too small for most providers to consider. What started as one card reader has turned into a range of readers and multiple remote payment solutions, as well as banking services, including Business Accounts and Loans. As a Data Scientist in the Lending Tribe, you will play with a huge dataset with billions of trans…",adzuna_api,es
Data Scientist,Innova Solutions,"Madrid, Comunidad de Madrid",70000,90000,,"Freelance (B2B contract) Location: Spain Work regime: Fully remote Keywords: ML, LLMs, AI, Python, AWS Position Overview : We’re looking for a Data Scientist with a minimum of 2 years of experience who is passionate about Natural Language Processing (NLP), Generative AI, and traditional machine learning . The candidate should know how to ship high-impact, production-grade models. This is a hands-on role involving the entire ML lifecycle: from prototyping to deployment, with a focus on productio…",adzuna_api,es
Data Scientist,"Ookla, LLC.","Málaga, Andalucía",70000,90000,,"Ookla is a global leader in connectivity intelligence, offering unparalleled network insights through the combined expertise of Speedtest, Downdetector, RootMetrics, and Ekahau. Ookla’s datasets combine crowdsourced and controlled, public and private collection methods, QoS and QoE metrics, and more to unlock correlations and actionable insights — helping organizations optimize networks, enhance digital experiences, and create better connected experiences for end-users. Our team is a group of p…",adzuna_api,es
Data Scientist,Talan,"Málaga, Andalucía",70000,90000,,"Company Description Talan is an international advisory group on innovation and transformation through technology, with 5000 employees, and a turnover of 600M€. We offer our customers a continuum of services to support you at each key stage of your organization's transformation, with 4 main activities: CONSULTING in management and innovation : supporting business, managerial, cultural, and technological transformations. DATA & TECHNOLOGY to implement major transformation projects. CLOUD & APPLIC…",adzuna_api,es
Data Scientist,McCann Manchester Limited,"Madrid, Comunidad de Madrid",70000,90000,,"En MRM estamos buscando un/a Consultor/a Senior Data Scientist para incorporarse a nuestro equipo de Data Science & Business Intelligence, donde combinamos tecnología avanzada, pensamiento estratégico y visión de cliente. Proponer modelos disruptivos de machine learning e inteligencia artificial aplicados a problemas de negocio reales, tanto en captación como en fidelización de clientes. Detectar oportunidades de valor en los datos y proponer soluciones analíticas creativas que generen impacto …",adzuna_api,es
Data Scientist,Ravenloop,"Madrid, Comunidad de Madrid",70000,90000,,"Ravenloop es una empresa líder en ciberseguridad que presta servicios al gobierno español, a las empresas españolas más grandes, a las nuevas empresas de alta tecnología, y en ocasiones a empresas internacionales. Protegemos a nuestros clientes encontrando vulnerabilidades y construyendo defensas antes de que los atacantes puedan entrar en sus sistemas, por lo que buscamos hackers que quieran exprimir su talento y que nos ayuden a asegurar el software y tecnologías más complejos del mundo. Nos …",adzuna_api,es
Data Scientist,"Ziff Davis, LLC","Málaga, Andalucía",70000,90000,,"Ookla is a global leader in connectivity intelligence, offering unparalleled network insights through the combined expertise of Speedtest, Downdetector, RootMetrics, and Ekahau. Ookla’s complementary datasets combine crowdsourced and controlled, public and private collection methods, QoS and QoE metrics, and more to unlock correlations and actionable insights — helping organizations optimize networks, enhance digital experiences, and create better connected experiences for end-users. Our team i…",adzuna_api,es
Data Scientist,Ziff Davis,"Málaga, Andalucía",70000,90000,,"Description Ookla is a global leader in connectivity intelligence, offering unparalleled network insights through the combined expertise of Speedtest, Downdetector, RootMetrics, and Ekahau. Ookla’s complementary datasets combine crowdsourced and controlled, public and private collection methods, QoS and QoE metrics, and more to unlock correlations and actionable insights — helping organizations optimize networks, enhance digital experiences, and create better connected experiences for end-users…",adzuna_api,es
Data Scientist,Accioncontraelhambre,"Madrid, Comunidad de Madrid",70000,90000,,"Data Scientist /10283 Duración : Indefinido Fecha de inicio : Inmediatamente Contribuirás a acabar con el hambre en el mundo por  Como miembro del equipo Business Analytics & Data Science, el científico de datos liderará una función estadística para transformar datos en información y la información en conocimiento. Este rol requiere recopilar, limpiar, transformar, validar y modelar datos con el propósito de sacar conclusiones basadas en evidencias y presentarlas en informes. Las principales ac…",adzuna_api,es
Data Scientist,Volotea,"Barcelona, Cataluña",70000,90000,,"Hello! We are Volotea, the airline of small and mid-sized cities in Europe. As a Data Scientist , you’ll play a pivotal role in driving business optimization across various departments. You’ll build and maintain algorithms, machine learning models, forecasting tools, and data-driven experiments that directly enhance operations, strategy, and more. This is an incredible opportunity to combine your analytical skills with creativity to solve complex problems, collaborate with diverse teams, and ma…",adzuna_api,es
Data Scientist,Accioncontraelhambre,"Madrid, Comunidad de Madrid",70000,90000,,"Contribuirás a acabar con el hambre en el mundo por  Como miembro del equipo Business Analytics & Data Science, el científico de datos liderará una función estadística para transformar datos en información y la información en conocimiento. Este rol requiere recopilar, limpiar, transformar, validar y modelar datos con el propósito de sacar conclusiones basadas en evidencias y presentarlas en informes. Las principales actividades que desempeñaras son las siguientes : Gestionar soluciones de análi…",adzuna_api,es
